I, II, III, aVR, aVL, aVF, V1, V2, V3, V4, V5, V6, 
0, -9, -9, 4, 4, -9, 78, 136, 68, -24, -39, -39, 
-9, 0, 9, 4, -9, 4, 78, 146, 78, -4, -19, -29, 
-9, -4, 4, 7, -7, 0, 82, 146, 82, 4, -9, -29, 
-9, -4, 4, 7, -7, 0, 82, 146, 82, 14, 0, -29, 
-9, -4, 4, 7, -7, 0, 82, 146, 82, 24, 9, -29, 
-9, -4, 4, 7, -7, 0, 73, 146, 73, 9, 9, -19, 
-9, -4, 4, 7, -7, 0, 73, 146, 68, 4, 9, -19, 
-9, -4, 4, 7, -7, 0, 73, 146, 68, 0, 9, -19, 
-14, -4, 9, 9, -12, 2, 73, 151, 68, -4, 9, -19, 
-4, -4, 0, 4, -2, -2, 73, 151, 78, 4, 9, -9, 
-4, 4, 9, 0, -7, 7, 82, 151, 82, 4, 9, -9, 
-4, 4, 9, 0, -7, 7, 78, 161, 87, 0, 9, -9, 
0, 4, 4, -2, -2, 4, 82, 195, 107, 4, 9, -9, 
14, -9, -24, -2, 19, -17, 97, 239, 131, 14, 9, -9, 
24, 0, -24, -12, 24, -12, 122, 317, 185, 29, 14, -9, 
34, 29, -4, -31, 19, 12, 141, 434, 253, 29, 19, -9, 
43, 48, 4, -46, 19, 26, 185, 590, 351, 34, 14, -9, 
68, 73, 4, -70, 31, 39, 224, 732, 448, 43, 19, 0, 
102, 78, -24, -90, 63, 26, 239, 800, 517, 53, 39, 19, 
102, 73, -29, -87, 65, 21, 258, 771, 512, 68, 48, 34, 
92, 73, -19, -82, 56, 26, 297, 688, 488, 68, 48, 34, 
73, 68, -4, -70, 39, 31, 322, 541, 424, 63, 43, 19, 
58, 43, -14, -51, 36, 14, 322, 209, 263, 63, 29, 9, 
39, 14, -24, -26, 31, -4, 302, -229, 43, 43, 9, -9, 
0, -9, -9, 4, 4, -9, 292, -605, -146, 14, -9, -24, 
-29, -34, -4, 31, -12, -19, 244, -927, -336, -14, -14, -39, 
-29, -63, -34, 46, 2, -48, 141, -1254, -546, -48, -29, -48, 
-53, -92, -39, 73, -7, -65, 68, -1537, -727, -68, -53, -58, 
-87, -97, -9, 92, -39, -53, 82, -1747, -858, -87, -68, -68, 
-126, -97, 29, 112, -78, -34, 92, -1947, -1005, -82, -63, -63, 
-146, -92, 53, 119, -100, -19, 4, -2205, -1224, -82, -58, -63, 
-146, -68, 78, 107, -112, 4, -141, -2493, -1478, -102, -78, -63, 
-175, -43, 131, 109, -153, 43, -278, -2757, -1722, -136, -92, -68, 
-195, -34, 161, 114, -178, 63, -448, -2967, -1922, -165, -92, -58, 
-185, 0, 185, 92, -185, 92, -678, -3147, -2093, -156, -68, -29, 
-151, 68, 219, 41, -185, 143, -961, -3323, -2283, -126, -39, 9, 
-73, 141, 214, -34, -143, 178, -1278, -3513, -2483, -107, -4, 58, 
19, 195, 175, -107, -78, 185, -1595, -3640, -2654, -107, 19, 92, 
112, 248, 136, -180, -12, 192, -1834, -3645, -2742, -107, 39, 122, 
175, 292, 117, -234, 29, 204, -1893, -3513, -2708, -97, 63, 156, 
224, 331, 107, -278, 58, 219, -1864, -3298, -2591, -87, 87, 195, 
297, 424, 126, -361, 85, 275, -1839, -3093, -2474, -48, 136, 253, 
375, 522, 146, -448, 114, 334, -1800, -2913, -2366, -4, 204, 322, 
429, 605, 175, -517, 126, 390, -1756, -2766, -2264, 58, 273, 385, 
488, 678, 190, -583, 148, 434, -1727, -2625, -2166, 102, 322, 448, 
527, 741, 214, -634, 156, 478, -1693, -2493, -2088, 131, 370, 497, 
502, 746, 244, -624, 129, 495, -1625, -2376, -2020, 126, 380, 531, 
439, 717, 278, -578, 80, 497, -1546, -2269, -1956, 107, 370, 527, 
356, 692, 336, -524, 9, 514, -1468, -2166, -1888, 87, 361, 546, 
258, 673, 414, -466, -78, 544, -1371, -2020, -1776, 87, 361, 556, 
161, 649, 488, -405, -163, 568, -1244, -1820, -1620, 92, 361, 546, 
102, 624, 522, -363, -209, 573, -1102, -1610, -1434, 122, 375, 556, 
58, 600, 541, -329, -241, 570, -976, -1420, -1249, 161, 395, 556, 
29, 566, 536, -297, -253, 551, -873, -1254, -1112, 170, 380, 517, 
0, 517, 517, -258, -258, 517, -771, -1093, -971, 151, 326, 448, 
-14, 478, 492, -231, -253, 485, -673, -951, -854, 126, 283, 395, 
-34, 429, 463, -197, -248, 446, -575, -839, -736, 107, 253, 351, 
-58, 385, 444, -163, -251, 414, -492, -702, -634, 92, 234, 307, 
-58, 346, 405, -143, -231, 375, -414, -585, -522, 87, 190, 268, 
-58, 322, 380, -131, -219, 351, -361, -483, -448, 73, 175, 239, 
-68, 297, 366, -114, -217, 331, -312, -400, -375, 78, 170, 224, 
-87, 244, 331, -78, -209, 287, -229, -297, -287, 73, 141, 185, 
-107, 209, 317, -51, -212, 263, -165, -209, -204, 63, 122, 156, 
-97, 200, 297, -51, -197, 248, -131, -141, -146, 68, 112, 136, 
-73, 170, 244, -48, -158, 207, -87, -82, -102, 63, 97, 112, 
-53, 131, 185, -39, -119, 158, -48, -14, -48, 53, 73, 87, 
-48, 107, 156, -29, -102, 131, -19, 48, 4, 39, 48, 58, 
-39, 82, 122, -21, -80, 102, 19, 97, 48, 24, 34, 29, 
-19, 48, 68, -14, -43, 58, 48, 151, 78, 9, 14, 4, 
-4, 14, 19, -4, -12, 17, 63, 190, 107, -19, -14, -24, 
-9, -4, 4, 7, -7, 0, 78, 214, 131, -34, -24, -43, 
4, -24, -29, 9, 17, -26, 73, 229, 136, -39, -39, -48, 
0, -39, -39, 19, 19, -39, 73, 224, 131, -39, -39, -58, 
-9, -48, -39, 29, 14, -43, 78, 219, 131, -43, -43, -53, 
4, -48, -53, 21, 29, -51, 87, 234, 141, -34, -53, -63, 
4, -43, -48, 19, 26, -46, 97, 239, 151, -34, -58, -63, 
4, -39, -43, 17, 24, -41, 97, 248, 156, -39, -63, -63, 
4, -34, -39, 14, 21, -36, 97, 253, 156, -39, -63, -63, 
-9, -48, -39, 29, 14, -43, 112, 258, 161, -39, -53, -73, 
-14, -53, -39, 34, 12, -46, 112, 258, 170, -39, -63, -73, 
-19, -53, -34, 36, 7, -43, 112, 258, 170, -48, -63, -73, 
-24, -53, -29, 39, 2, -41, 117, 258, 170, -48, -63, -78, 
-29, -68, -39, 48, 4, -53, 107, 248, 161, -34, -63, -82, 
-24, -73, -48, 48, 12, -61, 112, 253, 161, -34, -63, -82, 
-29, -78, -48, 53, 9, -63, 112, 258, 161, -39, -58, -87, 
-24, -78, -53, 51, 14, -65, 112, 258, 161, -39, -58, -87, 
-24, -68, -43, 46, 9, -56, 102, 258, 161, -39, -58, -87, 
-24, -73, -48, 48, 12, -61, 102, 258, 161, -39, -58, -92, 
-24, -73, -48, 48, 12, -61, 102, 253, 161, -43, -58, -92, 
-24, -73, -48, 48, 12, -61, 102, 253, 161, -43, -63, -92, 
-24, -82, -58, 53, 17, -70, 112, 258, 161, -48, -68, -102, 
-19, -82, -63, 51, 21, -73, 112, 258, 161, -53, -73, -102, 
-19, -82, -63, 51, 21, -73, 112, 258, 161, -58, -78, -102, 
-19, -82, -63, 51, 21, -73, 117, 258, 170, -63, -82, -97, 
-19, -87, -68, 53, 24, -78, 107, 263, 170, -68, -92, -87, 
-19, -87, -68, 53, 24, -78, 102, 263, 170, -68, -92, -87, 
-24, -87, -63, 56, 19, -75, 102, 263, 170, -63, -92, -87, 
-24, -87, -63, 56, 19, -75, 97, 263, 170, -63, -87, -92, 
-24, -82, -58, 53, 17, -70, 97, 253, 161, -63, -87, -102, 
-24, -82, -58, 53, 17, -70, 97, 253, 161, -68, -87, -102, 
-34, -82, -48, 58, 7, -65, 102, 258, 165, -68, -82, -97, 
-34, -82, -48, 58, 7, -65, 102, 258, 170, -63, -78, -97, 
-39, -92, -53, 65, 7, -73, 102, 273, 170, -53, -68, -87, 
-43, -102, -58, 73, 7, -80, 102, 273, 170, -53, -73, -92, 
-48, -107, -58, 78, 4, -82, 97, 278, 175, -53, -73, -92, 
-48, -107, -58, 78, 4, -82, 97, 278, 175, -53, -73, -97, 
-39, -97, -58, 68, 9, -78, 87, 278, 185, -58, -78, -97, 
-39, -97, -58, 68, 9, -78, 87, 283, 185, -63, -82, -97, 
-34, -97, -63, 65, 14, -80, 87, 287, 185, -68, -82, -92, 
-34, -92, -58, 63, 12, -75, 87, 287, 190, -73, -82, -92, 
-19, -102, -82, 61, 31, -92, 87, 278, 180, -78, -82, -102, 
-19, -97, -78, 58, 29, -87, 87, 278, 180, -78, -82, -102, 
-29, -97, -68, 63, 19, -82, 87, 283, 185, -73, -87, -97, 
-29, -97, -68, 63, 19, -82, 87, 287, 185, -73, -92, -97, 
-34, -107, -73, 70, 19, -90, 87, 287, 190, -68, -87, -97, 
-34, -107, -73, 70, 19, -90, 87, 292, 195, -63, -87, -92, 
-34, -107, -73, 70, 19, -90, 87, 292, 195, -58, -78, -92, 
-34, -107, -73, 70, 19, -90, 92, 302, 204, -43, -73, -97, 
-39, -87, -48, 63, 4, -68, 97, 297, 209, -39, -73, -87, 
-43, -82, -39, 63, -2, -61, 97, 302, 214, -43, -78, -82, 
-58, -82, -24, 70, -17, -53, 97, 302, 214, -48, -78, -82, 
-68, -92, -24, 80, -21, -58, 97, 302, 214, -53, -78, -82, 
-58, -102, -43, 80, -7, -73, 82, 297, 219, -63, -87, -92, 
-53, -102, -48, 78, -2, -75, 82, 302, 219, -63, -82, -92, 
-48, -92, -43, 70, -2, -68, 82, 312, 219, -68, -82, -92, 
-48, -92, -43, 70, -2, -68, 82, 317, 224, -68, -82, -92, 
-39, -92, -53, 65, 7, -73, 82, 322, 229, -58, -82, -102, 
-34, -87, -53, 61, 9, -70, 82, 331, 239, -48, -78, -97, 
-24, -78, -53, 51, 14, -65, 82, 341, 253, -34, -68, -97, 
-19, -73, -53, 46, 17, -63, 92, 356, 268, -29, -63, -97, 
-19, -58, -39, 39, 9, -48, 102, 366, 273, -19, -53, -87, 
-19, -58, -39, 39, 9, -48, 102, 380, 283, -14, -53, -87, 
-19, -58, -39, 39, 9, -48, 107, 400, 292, -14, -53, -92, 
-14, -53, -39, 34, 12, -46, 112, 419, 307, -14, -53, -92, 
-4, -43, -39, 24, 17, -41, 122, 424, 312, -14, -53, -82, 
0, -43, -43, 21, 21, -43, 122, 444, 322, -14, -53, -82, 
0, -39, -39, 19, 19, -39, 136, 453, 331, -14, -53, -82, 
-9, -39, -29, 24, 9, -34, 136, 468, 351, -14, -53, -82, 
-19, -53, -34, 36, 7, -43, 141, 478, 370, -14, -53, -82, 
-19, -53, -34, 36, 7, -43, 136, 492, 380, -14, -53, -82, 
-14, -53, -39, 34, 12, -46, 146, 507, 395, -14, -53, -82, 
-14, -53, -39, 34, 12, -46, 146, 522, 405, -14, -53, -82, 
0, -43, -43, 21, 21, -43, 151, 527, 409, 4, -48, -78, 
0, -43, -43, 21, 21, -43, 165, 546, 424, 9, -43, -78, 
-4, -43, -39, 24, 17, -41, 175, 570, 439, 14, -39, -78, 
-4, -48, -43, 26, 19, -46, 180, 580, 448, 19, -39, -78, 
4, -39, -43, 17, 24, -41, 180, 600, 463, 9, -39, -87, 
4, -39, -43, 17, 24, -41, 190, 619, 473, 9, -39, -87, 
4, -43, -48, 19, 26, -46, 195, 639, 488, 9, -39, -87, 
4, -43, -48, 19, 26, -46, 204, 653, 502, 4, -39, -87, 
-4, -53, -48, 29, 21, -51, 224, 668, 517, -9, -53, -97, 
-4, -53, -48, 29, 21, -51, 229, 683, 536, 0, -53, -97, 
-4, -53, -48, 29, 21, -51, 239, 697, 546, -4, -53, -97, 
-9, -53, -43, 31, 17, -48, 244, 707, 551, -14, -58, -97, 
-9, -63, -53, 36, 21, -58, 239, 717, 551, -14, -68, -112, 
-9, -68, -58, 39, 24, -63, 248, 722, 561, -14, -73, -112, 
-9, -68, -58, 39, 24, -63, 258, 732, 566, -14, -78, -112, 
-4, -68, -63, 36, 29, -65, 268, 736, 575, -14, -82, -112, 
-4, -53, -48, 29, 21, -51, 263, 736, 575, -4, -73, -107, 
-9, -53, -43, 31, 17, -48, 268, 741, 580, 4, -68, -112, 
-9, -53, -43, 31, 17, -48, 268, 741, 580, 14, -63, -117, 
-4, -53, -48, 29, 21, -51, 278, 746, 585, 24, -63, -117, 
-4, -48, -43, 26, 19, -46, 292, 756, 590, 14, -53, -112, 
-9, -43, -34, 26, 12, -39, 292, 756, 595, 14, -53, -112, 
-9, -39, -29, 24, 9, -34, 292, 756, 590, 9, -53, -107, 
-9, -34, -24, 21, 7, -29, 292, 756, 585, 9, -48, -102, 
-4, -43, -39, 24, 17, -41, 302, 761, 595, 0, -58, -112, 
-4, -43, -39, 24, 17, -41, 302, 756, 595, 0, -58, -107, 
0, -43, -43, 21, 21, -43, 302, 741, 600, 9, -53, -107, 
9, -39, -48, 14, 29, -43, 297, 717, 585, 9, -53, -107, 
9, -29, -39, 9, 24, -34, 292, 702, 585, 4, -48, -107, 
4, -29, -34, 12, 19, -31, 292, 688, 566, 4, -48, -102, 
0, -29, -29, 14, 14, -29, 287, 678, 546, 4, -48, -97, 
0, -29, -29, 14, 14, -29, 283, 658, 527, 0, -48, -97, 
0, -39, -39, 19, 19, -39, 278, 644, 517, -9, -53, -97, 
4, -39, -43, 17, 24, -41, 273, 614, 492, -9, -48, -97, 
9, -39, -48, 14, 29, -43, 263, 585, 473, -9, -53, -97, 
9, -39, -48, 14, 29, -43, 248, 561, 444, -14, -63, -97, 
14, -34, -48, 9, 31, -41, 234, 522, 424, -19, -53, -107, 
19, -24, -43, 2, 31, -34, 224, 488, 400, -14, -53, -102, 
24, -19, -43, -2, 34, -31, 214, 458, 370, -9, -48, -102, 
39, -4, -43, -17, 41, -24, 200, 429, 346, -4, -43, -102, 
34, -4, -39, -14, 36, -21, 180, 400, 322, -14, -48, -92, 
29, -4, -34, -12, 31, -19, 161, 375, 297, -14, -48, -87, 
24, -4, -29, -9, 26, -17, 146, 346, 273, -14, -48, -78, 
19, -4, -24, -7, 21, -14, 131, 322, 253, -14, -43, -73, 
19, 0, -19, -9, 19, -9, 122, 292, 224, -14, -48, -82, 
19, 0, -19, -9, 19, -9, 112, 268, 209, -14, -43, -82, 
19, 0, -19, -9, 19, -9, 102, 244, 190, -14, -43, -82, 
14, 0, -14, -7, 14, -7, 97, 229, 175, -14, -43, -78, 
14, 0, -14, -7, 14, -7, 87, 214, 156, -24, -48, -78, 
19, 0, -19, -9, 19, -9, 82, 200, 141, -24, -48, -78, 
19, 0, -19, -9, 19, -9, 78, 185, 131, -24, -48, -78, 
19, 0, -19, -9, 19, -9, 68, 175, 122, -24, -48, -78, 
14, 9, -4, -12, 9, 2, 58, 156, 112, -29, -48, -78, 
9, 9, 0, -9, 4, 4, 58, 146, 102, -24, -48, -78, 
4, 4, 0, -4, 2, 2, 48, 141, 92, -24, -48, -78, 
-4, 4, 9, 0, -7, 7, 48, 126, 87, -29, -48, -78, 
0, -4, -4, 2, 2, -4, 43, 112, 68, -34, -43, -73, 
4, -4, -9, 0, 7, -7, 43, 107, 63, -39, -43, -73, 
9, -4, -14, -2, 12, -9, 39, 102, 58, -39, -43, -73, 
14, -4, -19, -4, 17, -12, 34, 97, 58, -43, -48, -73, 
19, -4, -24, -7, 21, -14, 39, 97, 58, -34, -48, -73, 
19, -4, -24, -7, 21, -14, 34, 92, 48, -39, -48, -73, 
14, -4, -19, -4, 17, -12, 34, 92, 48, -39, -53, -73, 
14, -4, -19, -4, 17, -12, 39, 92, 48, -39, -53, -73, 
9, -4, -14, -2, 12, -9, 39, 97, 43, -29, -43, -73, 
9, -9, -19, 0, 14, -14, 34, 92, 43, -24, -43, -73, 
9, -9, -19, 0, 14, -14, 34, 87, 43, -24, -43, -73, 
0, -4, -4, 2, 2, -4, 29, 87, 39, -24, -43, -68, 
0, -14, -14, 7, 7, -14, 29, 97, 48, -34, -48, -68, 
0, -14, -14, 7, 7, -14, 29, 97, 43, -34, -48, -73, 
0, -14, -14, 7, 7, -14, 29, 97, 43, -39, -48, -73, 
0, -9, -9, 4, 4, -9, 29, 97, 43, -48, -58, -73, 
0, -14, -14, 7, 7, -14, 9, 87, 34, -53, -53, -78, 
0, -19, -19, 9, 9, -19, 9, 82, 29, -53, -58, -82, 
0, -24, -24, 12, 12, -24, 14, 82, 29, -58, -63, -87, 
0, -29, -29, 14, 14, -29, 14, 87, 29, -58, -68, -92, 
0, -29, -29, 14, 14, -29, 14, 78, 29, -63, -68, -82, 
0, -34, -34, 17, 17, -34, 14, 78, 34, -58, -68, -82, 
0, -29, -29, 14, 14, -29, 14, 78, 34, -58, -68, -82, 
4, -24, -29, 9, 17, -26, 4, 82, 34, -58, -68, -82, 
0, -24, -24, 12, 12, -24, 4, 82, 34, -48, -58, -82, 
0, -29, -29, 14, 14, -29, 4, 82, 34, -48, -58, -82, 
0, -29, -29, 14, 14, -29, 4, 82, 34, -48, -58, -82, 
0, -34, -34, 17, 17, -34, 4, 82, 34, -48, -58, -82, 
0, -34, -34, 17, 17, -34, 4, 82, 24, -53, -58, -92, 
0, -39, -39, 19, 19, -39, 4, 82, 24, -53, -63, -92, 
0, -39, -39, 19, 19, -39, 4, 87, 29, -53, -68, -87, 
4, -34, -39, 14, 21, -36, 4, 87, 29, -53, -73, -87, 
14, -34, -48, 9, 31, -41, -9, 78, 19, -53, -73, -87, 
14, -34, -48, 9, 31, -41, -9, 78, 19, -58, -73, -87, 
14, -34, -48, 9, 31, -41, -9, 78, 24, -58, -73, -87, 
14, -34, -48, 9, 31, -41, -4, 78, 24, -58, -73, -87, 
29, -34, -63, 2, 46, -48, 4, 87, 34, -68, -78, -102, 
29, -39, -68, 4, 48, -53, 4, 97, 34, -73, -78, -102, 
29, -39, -68, 4, 48, -53, 4, 97, 34, -78, -78, -102, 
29, -39, -68, 4, 48, -53, 0, 97, 34, -78, -82, -102, 
29, -43, -73, 7, 51, -58, -4, 107, 34, -68, -82, -107, 
29, -48, -78, 9, 53, -63, 0, 107, 34, -68, -87, -107, 
34, -53, -87, 9, 61, -70, 4, 102, 34, -68, -87, -107, 
39, -58, -97, 9, 68, -78, 9, 97, 34, -68, -87, -102, 
34, -48, -82, 7, 58, -65, 0, 92, 34, -68, -78, -97, 
34, -53, -87, 9, 61, -70, 0, 92, 34, -68, -78, -97, 
34, -53, -87, 9, 61, -70, 0, 92, 34, -63, -78, -97, 
34, -58, -92, 12, 63, -75, 0, 92, 34, -63, -82, -97, 
19, -53, -73, 17, 46, -63, 9, 92, 29, -63, -73, -92, 
14, -58, -73, 21, 43, -65, 4, 92, 24, -63, -73, -97, 
9, -63, -73, 26, 41, -68, 0, 92, 19, -63, -73, -102, 
4, -63, -68, 29, 36, -65, 0, 92, 19, -63, -73, -102, 
14, -63, -78, 24, 46, -70, 4, 92, 29, -63, -78, -92, 
14, -58, -73, 21, 43, -65, 4, 92, 29, -58, -78, -92, 
14, -58, -73, 21, 43, -65, 0, 92, 29, -53, -82, -92, 
9, -58, -68, 24, 39, -63, 0, 92, 24, -53, -82, -92, 
9, -63, -73, 26, 41, -68, 0, 102, 29, -58, -97, -97, 
9, -73, -82, 31, 46, -78, 0, 97, 29, -73, -97, -102, 
4, -82, -87, 39, 46, -85, 0, 97, 29, -82, -87, -107, 
4, -87, -92, 41, 48, -90, 4, 102, 29, -87, -87, -112, 
0, -78, -78, 39, 39, -78, 4, 102, 24, -78, -82, -97, 
0, -78, -78, 39, 39, -78, 4, 102, 24, -73, -82, -97, 
4, -78, -82, 36, 43, -80, 4, 102, 24, -73, -82, -97, 
4, -78, -82, 36, 43, -80, 9, 102, 24, -73, -87, -102, 
-4, -87, -82, 46, 39, -85, 24, 102, 24, -73, -87, -112, 
-9, -87, -78, 48, 34, -82, 24, 102, 24, -73, -87, -112, 
-9, -92, -82, 51, 36, -87, 19, 102, 19, -73, -87, -112, 
-9, -102, -92, 56, 41, -97, 19, 102, 19, -73, -92, -112, 
0, -92, -92, 46, 46, -92, 19, 117, 34, -73, -92, -112, 
-9, -102, -92, 56, 41, -97, 29, 122, 34, -68, -97, -112, 
-19, -102, -82, 61, 31, -92, 29, 122, 34, -78, -97, -117, 
-19, -107, -87, 63, 34, -97, 39, 117, 39, -87, -107, -117, 
-19, -117, -97, 68, 39, -107, 29, 117, 29, -97, -117, -126, 
-19, -117, -97, 68, 39, -107, 29, 117, 29, -97, -117, -126, 
-19, -117, -97, 68, 39, -107, 29, 117, 29, -97, -117, -126, 
-19, -117, -97, 68, 39, -107, 29, 117, 29, -97, -117, -126, 
-9, -107, -97, 58, 43, -102, 19, 107, 24, -87, -112, -122, 
-9, -107, -97, 58, 43, -102, 19, 107, 24, -87, -112, -117, 
4, -102, -107, 48, 56, -104, 14, 107, 24, -87, -112, -112, 
-4, -102, -97, 53, 46, -100, 14, 107, 24, -87, -107, -107, 
-4, -92, -87, 48, 41, -90, 9, 107, 14, -92, -97, -97, 
-14, -92, -78, 53, 31, -85, 14, 107, 19, -92, -97, -97, 
-14, -92, -78, 53, 31, -85, 14, 107, 19, -97, -97, -97, 
-14, -92, -78, 53, 31, -85, 14, 102, 19, -97, -97, -97, 
-14, -87, -73, 51, 29, -80, 24, 112, 29, -82, -97, -87, 
-14, -78, -63, 46, 24, -70, 24, 112, 29, -73, -92, -87, 
-14, -58, -43, 36, 14, -51, 24, 112, 34, -68, -92, -87, 
-24, -53, -29, 39, 2, -41, 24, 107, 34, -68, -87, -87, 
-34, -78, -43, 56, 4, -61, 34, 97, 29, -73, -92, -97, 
-39, -82, -43, 61, 2, -63, 34, 97, 29, -78, -102, -97, 
-39, -87, -48, 63, 4, -68, 29, 92, 24, -82, -112, -97, 
-34, -87, -53, 61, 9, -70, 24, 92, 19, -92, -117, -97, 
-39, -87, -48, 63, 4, -68, 9, 82, 19, -97, -122, -107, 
-39, -87, -48, 63, 4, -68, 9, 82, 19, -97, -122, -107, 
-39, -87, -48, 63, 4, -68, 9, 82, 19, -97, -122, -107, 
-34, -82, -48, 58, 7, -65, 9, 82, 19, -97, -122, -102, 
-24, -68, -43, 46, 9, -56, 4, 97, 34, -92, -107, -87, 
-24, -63, -39, 43, 7, -51, 4, 97, 34, -87, -102, -87, 
-19, -63, -43, 41, 12, -53, 4, 97, 34, -78, -87, -87, 
-19, -63, -43, 41, 12, -53, 9, 97, 34, -73, -82, -87, 
-4, -63, -58, 34, 26, -61, 19, 102, 34, -63, -82, -82, 
-4, -58, -53, 31, 24, -56, 24, 112, 48, -63, -78, -78, 
-4, -48, -43, 26, 19, -46, 34, 117, 53, -63, -78, -78, 
-4, -48, -43, 26, 19, -46, 39, 117, 53, -58, -78, -78, 
-14, -58, -43, 36, 14, -51, 39, 122, 48, -48, -68, -78, 
-14, -58, -43, 36, 14, -51, 39, 122, 43, -48, -73, -82, 
-14, -53, -39, 34, 12, -46, 34, 122, 43, -48, -73, -82, 
-14, -53, -39, 34, 12, -46, 34, 122, 43, -43, -68, -82, 
-14, -58, -43, 36, 14, -51, 34, 122, 53, -34, -68, -78, 
-14, -58, -43, 36, 14, -51, 34, 126, 53, -34, -68, -73, 
-9, -58, -48, 34, 19, -53, 34, 126, 53, -34, -68, -63, 
-9, -58, -48, 34, 19, -53, 39, 126, 58, -34, -68, -53, 
0, -53, -53, 26, 26, -53, 39, 117, 58, -53, -63, -53, 
0, -43, -43, 21, 21, -43, 34, 117, 58, -53, -63, -63, 
0, -39, -39, 19, 19, -39, 34, 117, 58, -48, -58, -63, 
-4, -34, -29, 19, 12, -31, 34, 117, 58, -48, -53, -63, 
-14, -43, -29, 29, 7, -36, 43, 117, 53, -48, -58, -63, 
-9, -43, -34, 26, 12, -39, 43, 117, 53, -53, -63, -63, 
-9, -43, -34, 26, 12, -39, 43, 117, 53, -53, -63, -63, 
-9, -43, -34, 26, 12, -39, 53, 122, 53, -53, -68, -63, 
-19, -53, -34, 36, 7, -43, 53, 131, 63, -43, -63, -53, 
-19, -53, -34, 36, 7, -43, 53, 131, 63, -43, -63, -63, 
-19, -53, -34, 36, 7, -43, 53, 131, 58, -43, -63, -63, 
-19, -53, -34, 36, 7, -43, 53, 131, 58, -43, -63, -63, 
-9, -53, -43, 31, 17, -48, 43, 122, 53, -48, -68, -58, 
-9, -53, -43, 31, 17, -48, 43, 122, 53, -53, -78, -58, 
-9, -53, -43, 31, 17, -48, 43, 122, 53, -58, -82, -58, 
-9, -53, -43, 31, 17, -48, 48, 122, 53, -53, -87, -58, 
0, -48, -48, 24, 24, -48, 48, 122, 58, -48, -78, -48, 
0, -39, -39, 19, 19, -39, 48, 122, 58, -48, -68, -48, 
-4, -34, -29, 19, 12, -31, 48, 126, 58, -43, -58, -48, 
-4, -29, -24, 17, 9, -26, 48, 126, 58, -39, -48, -48, 
-14, -39, -24, 26, 4, -31, 48, 126, 68, -39, -58, -63, 
-14, -39, -24, 26, 4, -31, 43, 126, 68, -34, -63, -63, 
-9, -39, -29, 24, 9, -34, 43, 126, 68, -29, -68, -58, 
-9, -39, -29, 24, 9, -34, 48, 126, 68, -24, -68, -58, 
-19, -29, -9, 24, -4, -19, 48, 136, 68, -24, -58, -48, 
-19, -34, -14, 26, -2, -24, 53, 136, 73, -24, -58, -48, 
-19, -34, -14, 26, -2, -24, 53, 136, 73, -24, -58, -48, 
-19, -34, -14, 26, -2, -24, 53, 136, 73, -24, -58, -48, 
-14, -34, -19, 24, 2, -26, 53, 136, 73, -34, -48, -48, 
-9, -34, -24, 21, 7, -29, 53, 136, 68, -34, -48, -48, 
-4, -34, -29, 19, 12, -31, 53, 136, 68, -34, -48, -48, 
-4, -34, -29, 19, 12, -31, 53, 141, 68, -34, -48, -48, 
-4, -43, -39, 24, 17, -41, 53, 131, 68, -14, -48, -48, 
-4, -43, -39, 24, 17, -41, 53, 131, 73, -4, -48, -39, 
-14, -43, -29, 29, 7, -36, 58, 151, 78, 9, -39, -29, 
-9, -34, -24, 21, 7, -29, 73, 185, 97, 4, -29, -29, 
14, -29, -43, 7, 29, -36, 78, 229, 122, 4, -19, -19, 
24, -9, -34, -7, 29, -21, 92, 307, 175, 9, -4, -9, 
24, 0, -24, -12, 24, -12, 122, 424, 244, 19, 19, 0, 
43, 19, -24, -31, 34, -2, 156, 580, 351, 34, 24, 9, 
68, 34, -34, -51, 51, 0, 204, 741, 458, 53, 19, 9, 
82, 39, -43, -61, 63, -2, 239, 819, 536, 63, 19, 19, 
102, 53, -48, -78, 75, 2, 248, 780, 531, 58, 19, 24, 
112, 34, -78, -73, 95, -21, 268, 707, 507, 48, 9, 14, 
92, 0, -92, -46, 92, -46, 302, 570, 444, 43, -4, 0, 
58, -14, -73, -21, 65, -43, 302, 248, 283, 43, -9, -9, 
29, -43, -73, 7, 51, -58, 283, -180, 63, 43, -19, -19, 
0, -48, -48, 24, 24, -48, 273, -536, -117, 43, -19, -34, 
-19, -53, -34, 36, 7, -43, 234, -829, -297, 24, -24, -39, 
-29, -73, -43, 51, 7, -58, 131, -1156, -517, 0, -39, -58, 
-53, -92, -39, 73, -7, -65, 58, -1429, -697, -29, -53, -68, 
-97, -87, 9, 92, -53, -39, 82, -1639, -819, -39, -58, -58, 
-136, -78, 58, 107, -97, -9, 102, -1839, -956, -43, -53, -53, 
-156, -63, 92, 109, -124, 14, 24, -2088, -1166, -53, -48, -43, 
-165, -48, 117, 107, -141, 34, -102, -2366, -1400, -73, -58, -34, 
-185, -24, 161, 104, -173, 68, -239, -2620, -1625, -97, -63, -19, 
-185, 4, 190, 90, -187, 97, -390, -2840, -1815, -117, -73, -9, 
-175, 29, 204, 73, -190, 117, -600, -3020, -1995, -126, -58, 19, 
-151, 87, 239, 31, -195, 163, -863, -3196, -2186, -107, -19, 58, 
